termCode,termExtendedName,termShortName,scientific_name_clean,scope_note_clean,allFacets,nlp_text,nlp_word_count,common_names
A0CFM,Nectar raspberries,,Rubus idaeus L. x Rubus arcticus L.,"Berries or small fruits from the plant classified under the species Rubus idaeus L. x Rubus arcticus L., commonly known as Nectar raspberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFM#F01.A0EBH$F02.A0ELC$F27.A0CFM$F33.A0C51,"Nectar raspberries. Rubus idaeus L. x Rubus arcticus L. Berries or small fruits from the plant classified under the species Rubus idaeus L. x Rubus arcticus L., commonly known as Nectar raspberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",73,
A0CFN,"Gooseberries (green, red and yellow)",,Ribes uva-crispa L.,"Berries or small fruits from the plant classified under the species Ribes uva-crispa L., commonly known as Gooseberries (green, red and yellow). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFN#F01.A060J$F02.A0ELC$F27.A0CFN$F33.A0C51,"Gooseberries (green, red and yellow). Ribes uva-crispa L. Berries or small fruits from the plant classified under the species Ribes uva-crispa L., commonly known as Gooseberries (green, red and yellow). The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",71,
A0CFP,Jostaberries,,Ribes x nidigrolaria Bauer,"Berries or small fruits from the plant classified under the species Ribes x nidigrolaria Bauer, commonly known as Jostaberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFP#F01.A0EAV$F02.A0ELC$F27.A0CFP$F33.A0C51,"Jostaberries. Ribes x nidigrolaria Bauer. Berries or small fruits from the plant classified under the species Ribes x nidigrolaria Bauer, commonly known as Jostaberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",65,
A0CFQ,Worcesterberries,,Ribes divaricatum Douglas,"Berries or small fruits from the plant classified under the species Ribes divaricatum Douglas, commonly known as Worcesterberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFQ#F01.A0EAY$F02.A0ELC$F27.A0CFQ$F33.A0C51,"Worcesterberries. Ribes divaricatum Douglas. Berries or small fruits from the plant classified under the species Ribes divaricatum Douglas, commonly known as Worcesterberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",63,
A0CFR,Rose hips,,Rosa L. spp.,"Berries or small fruits from the plant classified under the genus Rosa L. spp., commonly known as Rose hips. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFR#F01.A065T$F02.A0ELC$F27.A0CFR$F33.A0C51,"Rose hips. Rosa L. spp. Berries or small fruits from the plant classified under the genus Rosa L. spp., commonly known as Rose hips. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",65,
A0CFS,Haskaps,,Lonicera coerulea L.,"Berries or small fruits from the plant classified under the species Lonicera coerulea L., commonly known as Haskaps or Blue honeysuckles. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFS#F01.A0E7B$F02.A0ELC$F27.A0CFS$F33.A0C51,"Haskaps. Blue honeysuckles. Lonicera coerulea L. Berries or small fruits from the plant classified under the species Lonicera coerulea L., commonly known as Haskaps or Blue honeysuckles. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",68,Blue honeysuckles
A0CFT,Kiwiberries,,Actinidia arguta (Siebold & Zucc.) Planch. ex Miq.,"Berries or small fruits from the plant classified under the species Actinidia arguta (Siebold & Zucc.) Planch. ex Miq., commonly known as Kiwiberries or Dwarf kiwi. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFT#F01.A0DZG$F02.A0ELC$F27.A0CFT$F33.A0C51,"Kiwiberries. Dwarf kiwi. Actinidia arguta (Siebold & Zucc.) Planch. ex Miq. Berries or small fruits from the plant classified under the species Actinidia arguta (Siebold & Zucc.) Planch. ex Miq., commonly known as Kiwiberries or Dwarf kiwi. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",78,Dwarf kiwi
A0CFV,Rowan berries,,Sorbus aucuparia L.,"Berries or small fruits from the plant classified under the species Sorbus aucuparia L., commonly known as Rowan berries or European rowan berries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFV#F01.A15SC$F02.A0ELC$F27.A0CFV$F33.A0C51,"Rowan berries. European rowan berries. Sorbus aucuparia L. Berries or small fruits from the plant classified under the species Sorbus aucuparia L., commonly known as Rowan berries or European rowan berries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",72,European rowan berries
A0CFX,Sorb berries,,Sorbus domestica L.,"Berries or small fruits from the plant classified under the species Sorbus domestica L., commonly known as Sorb berries or Sorb apples. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFX#F01.A060S$F02.A0ELC$F27.A0CFX$F33.A0C51,"Sorb berries. Sorb apples. Sorbus domestica L. Berries or small fruits from the plant classified under the species Sorbus domestica L., commonly known as Sorb berries or Sorb apples. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",70,Sorb apples
A0CFY,Serviceberries,,Amelanchier ovalis Medik.,"Berries or small fruits from the plant classified under the species Amelanchier ovalis Medik., commonly known as Serviceberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFY#F01.A0E0H$F02.A0ELC$F27.A0CFY$F33.A0C51,"Serviceberries. Amelanchier ovalis Medik. Berries or small fruits from the plant classified under the species Amelanchier ovalis Medik., commonly known as Serviceberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",63,
A0CFZ,Saskatoons,,Amelanchier alnifolia (Nutt.) Nutt.,"Berries or small fruits from the plant classified under the species Amelanchier alnifolia (Nutt.) Nutt., commonly known as Saskatoons or Saskatoons berries or Pacific serviceberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CFZ#F01.A0E0G$F02.A0ELC$F27.A0CFZ$F33.A0C51,"Saskatoons. Saskatoons berries. Pacific serviceberries. Amelanchier alnifolia (Nutt.) Nutt. Berries or small fruits from the plant classified under the species Amelanchier alnifolia (Nutt.) Nutt., commonly known as Saskatoons or Saskatoons berries or Pacific serviceberries. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",75,Saskatoons berries | Pacific serviceberries
A0CGA,Nagami kumquats,,Fortunella margarita (Lour.) Swingle,"Fruits with edible peel from the plant classified under the species Fortunella margarita (Lour.) Swingle, commonly known as Nagami kumquats or Oval kumquats. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGA#F01.A062M$F02.A0ELC$F27.A0CGA$F33.A0C51,"Nagami kumquats. Oval kumquats. Fortunella margarita (Lour.) Swingle. Fruits with edible peel from the plant classified under the species Fortunella margarita (Lour.) Swingle, commonly known as Nagami kumquats or Oval kumquats. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",72,Oval kumquats
A0CGB,Langsats,,Lansium domesticum$Lansium parasiticum,"Fruits with inedible peel from the plant classified under the species Lansium domesticum or Lansium parasiticum, commonly known as Langsats or Dukus or Lanzones or Longkongs. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGB#F01.A0E6S$F02.A0ELC$F27.A0CGB$F33.A0C51,"Langsats. Dukus. Lanzones. Longkongs. Lansium domesticum$Lansium parasiticum. Fruits with inedible peel from the plant classified under the species Lansium domesticum or Lansium parasiticum, commonly known as Langsats or Dukus or Lanzones or Longkongs. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",74,Dukus | Lanzones | Longkongs
A0CGC,Salaks,,Salacca zalacca (Gaertn.) Voss$Salacca edulis Reinw,"Fruits with inedible peel from the plant classified under the species Salacca zalacca (Gaertn.) Voss or Salacca edulis Reinw, commonly known as Salaks or Snake fruits. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGC#F01.A0EBN$F02.A0ELC$F27.A0CGC$F33.A0C51,"Salaks. Snake fruits. Salacca zalacca (Gaertn.) Voss$Salacca edulis Reinw. Fruits with inedible peel from the plant classified under the species Salacca zalacca (Gaertn.) Voss or Salacca edulis Reinw, commonly known as Salaks or Snake fruits. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",76,Snake fruits
A0CGD,Guavas,,Psidium guajava L.,"Fruits with inedible peel from the plant classified under the species Psidium guajava L., commonly known as Guavas or Abas or Goyavier or Guabang or Kautonga or Kuahpa. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGD#F01.A064Y$F02.A0ELC$F27.A0CGD$F33.A0C51,"Guavas. Abas. Goyavier. Guabang. Kautonga. Kuahpa. Psidium guajava L. Fruits with inedible peel from the plant classified under the species Psidium guajava L., commonly known as Guavas or Abas or Goyavier or Guabang or Kautonga or Kuahpa. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",78,Abas | Goyavier | Guabang | Kautonga | Kuahpa
A0CGE,Red pitayas,,Hylocereus triangularis (L.) Britton & Rose,"Fruits with inedible peel from the plant classified under the species Hylocereus triangularis (L.) Britton & Rose, commonly known as Red pitayas. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGE#F01.A0E6E$F02.A0ELC$F27.A0CGE$F33.A0C51,"Red pitayas. Hylocereus triangularis (L.) Britton & Rose. Fruits with inedible peel from the plant classified under the species Hylocereus triangularis (L.) Britton & Rose, commonly known as Red pitayas. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",71,
A0CGF,Pumpkin seeds and similar-,,Cucurbitaceae,"The group includes Pumpkin seeds or similar oilseeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGF#F01.A05DN$F02.A066S$F27.A0CGF$F33.A0C19,"Pumpkin seeds and similar-. Cucurbitaceae. The group includes Pumpkin seeds or similar oilseeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",24,
A0CGG,Borage seeds and similar-,,,"The group includes Borage seeds or similar oilseeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGG#F01.A058Y$F02.A066S$F27.A0CGG$F33.A0C19,"Borage seeds and similar-. The group includes Borage seeds or similar oilseeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",23,
A0CGH,Purple viper's bugloss seeds,,Echium plantagineum L.,"Oilseeds from the plant classified under the species Echium plantagineum L., commonly known as Purple viper's bugloss seeds. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGH#F01.A0E4H$F02.A066S$F27.A0CGH$F33.A0C19,"Purple viper's bugloss seeds. Echium plantagineum L. Oilseeds from the plant classified under the species Echium plantagineum L., commonly known as Purple viper's bugloss seeds. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",66,
A0CGJ,Corn gromwell seeds,,Buglossoides arvensis (L.)I.M.Johnst.$Lithospermum arvense L.,"Oilseeds from the plant classified under the species Buglossoides arvensis (L.)I.M.Johnst. or Lithospermum arvense L., commonly known as Corn gromwell seeds. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGJ#F01.A0E1T$F02.A066S$F27.A0CGJ$F33.A0C19,"Corn gromwell seeds. Buglossoides arvensis (L.)I.M.Johnst.$Lithospermum arvense L. Oilseeds from the plant classified under the species Buglossoides arvensis (L.)I.M.Johnst. or Lithospermum arvense L., commonly known as Corn gromwell seeds. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",70,
A0CGK,Black fonio grain,,Digitaria iburua Stapf,"Cereal grains from the plant classified under the species Digitaria iburua Stapf, commonly known as Black fonio grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGK#F01.A05AP$F02.A066Q$F27.A0CGK$F33.A0C4A,"Black fonio grain. Digitaria iburua Stapf. Cereal grains from the plant classified under the species Digitaria iburua Stapf, commonly known as Black fonio grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",65,
A0CGL,African rice grain,,Oryza glaberrima Steud.,"Cereal grains from the plant classified under the species Oryza glaberrima Steud., commonly known as African rice grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGL#F01.A059Y$F02.A066Q$F27.A0CGL$F33.A0C4A,"African rice grain. Oryza glaberrima Steud. Cereal grains from the plant classified under the species Oryza glaberrima Steud., commonly known as African rice grain. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",65,
A0CGM,Hybrid Nerica®,,Oryza sativa x Oryza glaberrima,"Cereal grains from the plant classified under the species Oryza sativa x Oryza glaberrima, commonly known as Hybrid Nerica®. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGM#F01.A0E8G$F02.A066Q$F27.A0CGM$F33.A0C4A,"Hybrid Nerica®. Oryza sativa x Oryza glaberrima. Cereal grains from the plant classified under the species Oryza sativa x Oryza glaberrima, commonly known as Hybrid Nerica®. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",67,
A0CGN,Noni infusion material,,Morinda citrifolia L.,"Infusion materials from leaves and herbs of the plant classified under the species Morinda citrifolia L., commonly known as Great morinda or Indian mulberry or Noni infusion material. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGN#F01.A0E7T$F02.A0EKX$F27.A0CGN$F33.A0C1Q,"Noni infusion material. Great morinda. Indian mulberry. Morinda citrifolia L. Infusion materials from leaves and herbs of the plant classified under the species Morinda citrifolia L., commonly known as Great morinda or Indian mulberry or Noni infusion material. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",79,Great morinda | Indian mulberry
A0CGP,Culantro seed,,Eryngium foetidum L.,"Spices from the seeds of the plant classified under the species Eryngium foetidum L., commonly known as Culantro seed or False coriander. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CGP#F01.A0E4R$F02.A0F0E$F27.A0CGP$F33.A0C2M,"Culantro seed. False coriander. Eryngium foetidum L. Spices from the seeds of the plant classified under the species Eryngium foetidum L., commonly known as Culantro seed or False coriander. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",70,False coriander
A0CGQ,Coriander seeds and similar-,,,"The group includes Coriander seed or similar seeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGQ#F01.A058Y$F02.A0F0E$F27.A0CGQ$F33.A0C2M,"Coriander seeds and similar-. The group includes Coriander seed or similar seeds sharing the same pesticide MRL, as defined by EU pesticide regulation.",23,
A0CGR,Sichuan pepper fruit and similar-,,,"The group includes Sichuan pepper fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGR#F01.A05TJ$F02.A0ELF$F27.A0CGR$F33.A0C2M,"Sichuan pepper fruit and similar-. The group includes Sichuan pepper fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",26,
A0CGS,Caraway fruit and similar-,,,"The group includes Caraway fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGS#F01.A058Y$F02.A0ELF$F27.A0CGS$F33.A0C2M,"Caraway fruit and similar-. The group includes Caraway fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",24,
A0CGT,Cardamom fruit and similar-,,,"The group includes Cardamom fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGT#F01.A058Y$F02.A0ELF$F27.A0CGT$F33.A0C2M,"Cardamom fruit and similar-. The group includes Cardamom fruit or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",24,
A0CGV,Vanilla and similar-,,,"The group includes Vanilla or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGV#F01.A058Y$F02.A0ELF$F27.A0CGV$F33.A0C2M,"Vanilla and similar-. The group includes Vanilla or similar fruit spices sharing the same pesticide MRL, as defined by EU pesticide regulation.",22,
A0CGX,Ginger roots and similar-,,,"The group includes Ginger roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGX#F01.A058Y$F02.A0F0F$F27.A0CGX$F33.A0C2M,"Ginger roots and similar-. The group includes Ginger roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",23,
A0CGY,Horseradish roots spice and similar-,,,"The group includes Horseradish roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGY#F01.A0BXQ$F02.A0F0F$F27.A0CGY$F33.A0C2M,"Horseradish roots spice and similar-. The group includes Horseradish roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",24,
A0CGZ,Turmeric roots and similar-,,,"The group includes Turmeric roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CGZ#F01.A058Y$F02.A0F0F$F27.A0CGZ$F33.A0C2M,"Turmeric roots and similar-. The group includes Turmeric roots or similar roots sharing the same pesticide MRL, as defined by EU pesticide regulation.",23,
A0CHA,Capers buds and similar-,,,"The group includes Capers buds or similar buds sharing the same pesticide MRL, as defined by EU pesticide regulation.",A0CHA#F01.A058Y$F02.A066Z$F27.A0CHA$F33.A0C2M,"Capers buds and similar-. The group includes Capers buds or similar buds sharing the same pesticide MRL, as defined by EU pesticide regulation.",23,
A0CHB,Japanese pepper fruit,,Zanthoxylum piperitum  (L.) DC.,"Spices from the fruits of the plant classified under the species Zanthoxylum piperitum (L.) DC., commonly known as Japanese pepper fruit. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHB#F01.A0EER$F02.A0ELF$F27.A0CHB$F33.A0C2M,"Japanese pepper fruit. Zanthoxylum piperitum  (L.) DC. Spices from the fruits of the plant classified under the species Zanthoxylum piperitum (L.) DC., commonly known as Japanese pepper fruit. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",69,
A0CHC,Uzazi fruit,,Zanthoxylum tessmannii Engl.$Fagara tessmannii Engl.,"Spices from the fruits of the plant classified under the species Zanthoxylum tessmannii Engl. or Fagara tessmannii Engl., commonly known as Uzazi fruit. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHC#F01.A0EEQ$F02.A0ELF$F27.A0CHC$F33.A0C2M,"Uzazi fruit. Zanthoxylum tessmannii Engl.$Fagara tessmannii Engl. Spices from the fruits of the plant classified under the species Zanthoxylum tessmannii Engl. or Fagara tessmannii Engl., commonly known as Uzazi fruit. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",71,
A0CHD,Black caraway fruit,,Bunium persicum (Boiss.) B. Fedtsch,"The term is deprecated. Spices from the fruits of the plant classified under the species Bunium persicum (Boiss.) B. Fedtsch, commonly known as Black caraway fruit or Black cumin. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHD#F01.A05SZ$F02.A0ELF$F27.A0CHD,"Black caraway fruit. Black cumin. Bunium persicum (Boiss.) B. Fedtsch. The term is deprecated. Spices from the fruits of the plant classified under the species Bunium persicum (Boiss.) B. Fedtsch, commonly known as Black caraway fruit or Black cumin. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",80,Black cumin
A0CHE,Tahiti vanilla,,Vanilla tahitiensis,"Spices from the fruits of the plant classified under the species Vanilla tahitiensis, commonly known as Tahiti vanilla. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHE#F01.A0EDX$F02.A0ELF$F27.A0CHE$F33.A0C2M,"Tahiti vanilla. Vanilla tahitiensis. Spices from the fruits of the plant classified under the species Vanilla tahitiensis, commonly known as Tahiti vanilla. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",63,
A0CHF,West Indian vanilla,,Vanilla pompona Schiede,"Spices from the fruits of the plant classified under the species Vanilla pompona Schiede, commonly known as West Indian vanilla or Vanillon. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHF#F01.A0EDV$F02.A0ELF$F27.A0CHF$F33.A0C2M,"West Indian vanilla. Vanillon. Vanilla pompona Schiede. Spices from the fruits of the plant classified under the species Vanilla pompona Schiede, commonly known as West Indian vanilla or Vanillon. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",70,Vanillon
A0CHG,Zedoary roots,,Curcuma zedoaria (Christm.) Roscoe,"Spices from the roots or rhizomes of the plant classified under the species Curcuma zedoaria (Christm.) Roscoe, commonly known as Zedoary roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHG#F01.A0E3V$F02.A0F0F$F27.A0CHG$F33.A0C2M,"Zedoary roots. Curcuma zedoaria (Christm.) Roscoe. Spices from the roots or rhizomes of the plant classified under the species Curcuma zedoaria (Christm.) Roscoe, commonly known as Zedoary roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",69,
A0CHH,Wasabi roots,,Eutrema wasabi (Siebold) Maxim.$Eutrema japonica,"Spices from the roots or rhizomes of the plant classified under the species Eutrema wasabi (Siebold) Maxim. or Eutrema japonica, commonly known as Wasabi roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHH#F01.A0E4X$F02.A0F0F$F27.A0CHH$F33.A0C2M,"Wasabi roots. Eutrema wasabi (Siebold) Maxim.$Eutrema japonica. Spices from the roots or rhizomes of the plant classified under the species Eutrema wasabi (Siebold) Maxim. or Eutrema japonica, commonly known as Wasabi roots. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",73,
A0CHJ,Myoga,,Zingiber mioga,"Spices from the buds of the plant classified under the species Zingiber mioga, commonly known as Myoga. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",A0CHJ#F01.A0EEX$F02.A066Z$F27.A0CHJ$F33.A0C2M,"Myoga. Zingiber mioga. Spices from the buds of the plant classified under the species Zingiber mioga, commonly known as Myoga. The part consumed/analysed is not specified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors. In case of data collections related to legislations, the default part consumed/analysed is the one defined in the applicable legislation.",61,
